chapix_dev,verseix_dev,stanza1_dev,stanza2_dev,speaker_dev,chapix_itrans,verseix_itrans,stanza1_itrans,stanza2_itrans,stanza1_slp1,stanza2_slp1
 ४,१३,चातुर्वर्ण्यं मया सृष्टं गुणकर्मविभागशः,तस्य कर्तारमपि मां विद्ध्यकर्तारमव्ययम्,श्रीभगवानुवाच,4,13,chAturvarNyaM mayA sRRiShTaM guNakarmavibhAgashaH,tasya kartAramapi mAM viddhyakartAramavyayam,cAturvarRyaM mayA sfzwaM guRakarmaviBAgaSaH,tasya kartAramapi mAM vidDyakartAramavyayam
 ४,१४,न मां कर्माणि लिम्पन्ति न मे कर्मफले स्पृहा,इति मां योऽभिजानाति कर्मभिर्न स बध्यते,श्रीभगवानुवाच,4,14,na mAM karmANi limpanti na me karmaphale spRRihA,iti mAM yo.abhijAnAti karmabhirna sa badhyate,na mAM karmARi limpanti na me karmaPale spfhA,iti mAM yo'BijAnAti karmaBirna sa baDyate
 ४,१५,एवं ज्ञात्वा कृतं कर्म पूर्वैरपि मुमुक्षुभिः,कुरु कर्मैव तस्मात्त्वं पूर्वैः पूर्वतरं कृतम्,श्रीभगवानुवाच,4,15,evaM j~nAtvA kRRitaM karma pUrvairapi mumukShubhiH,kuru karmaiva tasmAttvaM pUrvaiH pUrvataraM kRRitam,evaM jYAtvA kftaM karma pUrvErapi mumukzuBiH,kuru karmEva tasmAttvaM pUrvEH pUrvataraM kftam
 ४,१६,किं कर्म किमकर्मेति कवयोऽप्यत्र मोहिताः,तत्ते कर्म प्रवक्ष्यामि यज्ज्ञात्वा मोक्ष्यसेऽशुभात्,श्रीभगवानुवाच,4,16,kiM karma kimakarmeti kavayo.apyatra mohitAH,tatte karma pravakShyAmi yajj~nAtvA mokShyase.ashubhAt,kiM karma kimakarmeti kavayo'pyatra mohitAH,tatte karma pravakzyAmi yajjYAtvA mokzyase'SuBAt
 ४,१७,कर्मणो ह्यपि बोद्धव्यं बोद्धव्यं च विकर्मणः,अकर्मणश्च बोद्धव्यं गहना कर्मणो गतिः,श्रीभगवानुवाच,4,17,karmaNo hyapi boddhavyaM boddhavyaM cha vikarmaNaH,akarmaNashcha boddhavyaM gahanA karmaNo gatiH,karmaRo hyapi bodDavyaM bodDavyaM ca vikarmaRaH,akarmaRaSca bodDavyaM gahanA karmaRo gatiH
 ४,१८,कर्मण्यकर्म यः पश्येदकर्मणि च कर्म यः,स बुद्धिमान्मनुष्येषु स युक्तः कृत्स्नकर्मकृत्,श्रीभगवानुवाच,4,18,karmaNyakarma yaH pashyedakarmaNi cha karma yaH,sa buddhimAnmanuShyeShu sa yuktaH kRRitsnakarmakRRit,karmaRyakarma yaH paSyedakarmaRi ca karma yaH,sa budDimAnmanuzyezu sa yuktaH kftsnakarmakft
 ४,१९,यस्य सर्वे समारम्भाः कामसङ्कल्पवर्जिताः,ज्ञानाग्निदग्धकर्माणं तमाहुः पण्डितं बुधाः,श्रीभगवानुवाच,4,19,yasya sarve samArambhAH kAmasa~NkalpavarjitAH,j~nAnAgnidagdhakarmANaM tamAhuH paNDitaM budhAH,yasya sarve samAramBAH kAmasaNkalpavarjitAH,jYAnAgnidagDakarmARaM tamAhuH paRqitaM buDAH
 ४,२०,त्यक्त्वा कर्मफलासङ्गं नित्यतृप्तो निराश्रयः,कर्मण्यभिप्रवृत्तोऽपि नैव किञ्चित्करोति सः,श्रीभगवानुवाच,4,20,tyaktvA karmaphalAsa~NgaM nityatRRipto nirAshrayaH,karmaNyabhipravRRitto.api naiva ki~nchitkaroti saH,tyaktvA karmaPalAsaNgaM nityatfpto nirASrayaH,karmaRyaBipravftto'pi nEva kiYcitkaroti saH
 ४,२१,निराशीर्यतचित्तात्मा त्यक्तसर्वपरिग्रहः,शारीरं केवलं कर्म कुर्वन्नाप्नोति किल्बिषम्,श्रीभगवानुवाच,4,21,nirAshIryatachittAtmA tyaktasarvaparigrahaH,shArIraM kevalaM karma kurvannApnoti kilbiSham,nirASIryatacittAtmA tyaktasarvaparigrahaH,SArIraM kevalaM karma kurvannApnoti kilbizam
 ४,२२,यदृच्छालाभसन्तुष्टो द्वन्द्वातीतो विमत्सरः,समः सिद्धावसिद्धौ च कृत्वापि न निबध्यते,श्रीभगवानुवाच,4,22,yadRRichChAlAbhasantuShTo dvandvAtIto vimatsaraH,samaH siddhAvasiddhau cha kRRitvApi na nibadhyate,yadfcCAlABasantuzwo dvandvAtIto vimatsaraH,samaH sidDAvasidDO ca kftvApi na nibaDyate
 ४,२३,गतसङ्गस्य मुक्तस्य ज्ञानावस्थितचेतसः,यज्ञायाचरतः कर्म समग्रं प्रविलीयते,श्रीभगवानुवाच,4,23,gatasa~Ngasya muktasya j~nAnAvasthitachetasaH,yaj~nAyAcharataH karma samagraM pravilIyate,gatasaNgasya muktasya jYAnAvasTitacetasaH,yajYAyAcarataH karma samagraM pravilIyate
 ४,२४,ब्रह्मार्पणं ब्रह्म हविर्ब्रह्माग्नौ ब्रह्मणा हुतम्,ब्रह्मैव तेन गन्तव्यं ब्रह्मकर्मसमाधिना,श्रीभगवानुवाच,4,24,brahmArpaNaM brahma havirbrahmAgnau brahmaNA hutam,brahmaiva tena gantavyaM brahmakarmasamAdhinA,brahmArpaRaM brahma havirbrahmAgnO brahmaRA hutam,brahmEva tena gantavyaM brahmakarmasamADinA
 ४,२५,दैवमेवापरे यज्ञं योगिनः पर्युपासते,ब्रह्माग्नावपरे यज्ञं यज्ञेनैवोपजुह्वति,श्रीभगवानुवाच,4,25,daivamevApare yaj~naM yoginaH paryupAsate,brahmAgnAvapare yaj~naM yaj~nenaivopajuhvati,dEvamevApare yajYaM yoginaH paryupAsate,brahmAgnAvapare yajYaM yajYenEvopajuhvati
 ४,२६,श्रोत्रादीनीन्द्रियाण्यन्ये संयमाग्निषु जुह्वति,शब्दादीन्विषयानन्य इन्द्रियाग्निषु जुह्वति,श्रीभगवानुवाच,4,26,shrotrAdInIndriyANyanye saMyamAgniShu juhvati,shabdAdInviShayAnanya indriyAgniShu juhvati,SrotrAdInIndriyARyanye saMyamAgnizu juhvati,SabdAdInvizayAnanya indriyAgnizu juhvati
 ४,२७,सर्वाणीन्द्रियकर्माणि प्राणकर्माणि चापरे,आत्मसंयमयोगाग्नौ जुह्वति ज्ञानदीपिते,श्रीभगवानुवाच,4,27,sarvANIndriyakarmANi prANakarmANi chApare,AtmasaMyamayogAgnau juhvati j~nAnadIpite,sarvARIndriyakarmARi prARakarmARi cApare,AtmasaMyamayogAgnO juhvati jYAnadIpite
 ४,२८,द्रव्ययज्ञास्तपोयज्ञा योगयज्ञास्तथापरे,स्वाध्यायज्ञानयज्ञाश्च यतयः संशितव्रताः,श्रीभगवानुवाच,4,28,dravyayaj~nAstapoyaj~nA yogayaj~nAstathApare,svAdhyAyaj~nAnayaj~nAshcha yatayaH saMshitavratAH,dravyayajYAstapoyajYA yogayajYAstaTApare,svADyAyajYAnayajYASca yatayaH saMSitavratAH
 ४,२९,अपाने जुह्वति प्राणं प्राणेऽपानं तथापरे,प्राणापानगती रुद्ध्वा प्राणायामपरायणाः,श्रीभगवानुवाच,4,29,apAne juhvati prANaM prANe.apAnaM tathApare,prANApAnagatI ruddhvA prANAyAmaparAyaNAH,apAne juhvati prARaM prARe'pAnaM taTApare,prARApAnagatI rudDvA prARAyAmaparAyaRAH
 ४,३०,अपरे नियताहाराः प्राणान्प्राणेषु जुह्वति,सर्वेऽप्येते यज्ञविदो यज्ञक्षपितकल्मषाः,श्रीभगवानुवाच,4,30,apare niyatAhArAH prANAnprANeShu juhvati,sarve.apyete yaj~navido yaj~nakShapitakalmaShAH,apare niyatAhArAH prARAnprARezu juhvati,sarve'pyete yajYavido yajYakzapitakalmazAH
 ४,३१,यज्ञशिष्टामृतभुजो यान्ति ब्रह्म सनातनम्,नायं लोकोऽस्त्ययज्ञस्य कुतोऽन्यः कुरुसत्तम,श्रीभगवानुवाच,4,31,yaj~nashiShTAmRRitabhujo yAnti brahma sanAtanam,nAyaM loko.astyayaj~nasya kuto.anyaH kurusattama,yajYaSizwAmftaBujo yAnti brahma sanAtanam,nAyaM loko'styayajYasya kuto'nyaH kurusattama
 ४,३२,एवं बहुविधा यज्ञा वितता ब्रह्मणो मुखे,कर्मजान्विद्धि तान्सर्वानेवं ज्ञात्वा विमोक्ष्यसे,श्रीभगवानुवाच,4,32,evaM bahuvidhA yaj~nA vitatA brahmaNo mukhe,karmajAnviddhi tAnsarvAnevaM j~nAtvA vimokShyase,evaM bahuviDA yajYA vitatA brahmaRo muKe,karmajAnvidDi tAnsarvAnevaM jYAtvA vimokzyase
 ४,३३,श्रेयान्द्रव्यमयाद्यज्ञाज्ज्ञानयज्ञः परन्तप,सर्वं कर्माखिलं पार्थ ज्ञाने परिसमाप्यते,श्रीभगवानुवाच,4,33,shreyAndravyamayAdyaj~nAjj~nAnayaj~naH parantapa,sarvaM karmAkhilaM pArtha j~nAne parisamApyate,SreyAndravyamayAdyajYAjjYAnayajYaH parantapa,sarvaM karmAKilaM pArTa jYAne parisamApyate
 ४,३४,तद्विद्धि प्रणिपातेन परिप्रश्नेन सेवया,उपदेक्ष्यन्ति ते ज्ञानं ज्ञानिनस्तत्त्वदर्शिनः,श्रीभगवानुवाच,4,34,tadviddhi praNipAtena pariprashnena sevayA,upadekShyanti te j~nAnaM j~nAninastattvadarshinaH,tadvidDi praRipAtena paripraSnena sevayA,upadekzyanti te jYAnaM jYAninastattvadarSinaH
 ४,३५,यज्ज्ञात्वा न पुनर्मोहमेवं यास्यसि पाण्डव,येन भूतान्यशेषेण द्रक्ष्यस्यात्मन्यथो मयि,श्रीभगवानुवाच,4,35,yajj~nAtvA na punarmohamevaM yAsyasi pANDava,yena bhUtAnyasheSheNa drakShyasyAtmanyatho mayi,yajjYAtvA na punarmohamevaM yAsyasi pARqava,yena BUtAnyaSezeRa drakzyasyAtmanyaTo mayi
 ४,३६,अपि चेदसि पापेभ्यः सर्वेभ्यः पापकृत्तमः,सर्वं ज्ञानप्लवेनैव वृजिनं सन्तरिष्यसि,श्रीभगवानुवाच,4,36,api chedasi pApebhyaH sarvebhyaH pApakRRittamaH,sarvaM j~nAnaplavenaiva vRRijinaM santariShyasi,api cedasi pApeByaH sarveByaH pApakfttamaH,sarvaM jYAnaplavenEva vfjinaM santarizyasi
 ४,३७,यथैधांसि समिद्धोऽग्निर्भस्मसात्कुरुतेऽर्जुन,ज्ञानाग्निः सर्वकर्माणि भस्मसात्कुरुते तथा,श्रीभगवानुवाच,4,37,yathaidhAMsi samiddho.agnirbhasmasAtkurute.arjuna,j~nAnAgniH sarvakarmANi bhasmasAtkurute tathA,yaTEDAMsi samidDo'gnirBasmasAtkurute'rjuna,jYAnAgniH sarvakarmARi BasmasAtkurute taTA
 ४,३८,न हि ज्ञानेन सदृशं पवित्रमिह विद्यते,तत्स्वयं योगसंसिद्धः कालेनात्मनि विन्दति,श्रीभगवानुवाच,4,38,na hi j~nAnena sadRRishaM pavitramiha vidyate,tatsvayaM yogasaMsiddhaH kAlenAtmani vindati,na hi jYAnena sadfSaM pavitramiha vidyate,tatsvayaM yogasaMsidDaH kAlenAtmani vindati
 ४,३९,श्रद्धावाँल्लभते ज्ञानं तत्परः संयतेन्द्रियः,ज्ञानं लब्ध्वा परां शान्तिमचिरेणाधिगच्छति,श्रीभगवानुवाच,4,39,shraddhAvA.Nllabhate j~nAnaM tatparaH saMyatendriyaH,j~nAnaM labdhvA parAM shAntimachireNAdhigachChati,SradDAvA~llaBate jYAnaM tatparaH saMyatendriyaH,jYAnaM labDvA parAM SAntimacireRADigacCati
 ४,४०,अज्ञश्चाश्रद्दधानश्च संशयात्मा विनश्यति,नायं लोकोऽस्ति न परो न सुखं संशयात्मनः,श्रीभगवानुवाच,4,40,aj~nashchAshraddadhAnashcha saMshayAtmA vinashyati,nAyaM loko.asti na paro na sukhaM saMshayAtmanaH,ajYaScASraddaDAnaSca saMSayAtmA vinaSyati,nAyaM loko'sti na paro na suKaM saMSayAtmanaH
 ४,४१,योगसंन्यस्तकर्माणं ज्ञानसञ्छिन्नसंशयम्,आत्मवन्तं न कर्माणि निबध्नन्ति धनञ्जय,श्रीभगवानुवाच,4,41,yogasaMnyastakarmANaM j~nAnasa~nChinnasaMshayam,AtmavantaM na karmANi nibadhnanti dhana~njaya,yogasaMnyastakarmARaM jYAnasaYCinnasaMSayam,AtmavantaM na karmARi nibaDnanti DanaYjaya
